Transaction,Item,date_time
2492,Hot chocolate,03-12-2016 09:45
2492,Coffee,03-12-2016 09:45
2492,Coffee,03-12-2016 09:45
2493,Farm House,03-12-2016 09:54
2493,Pastry,03-12-2016 09:54
2493,Medialuna,03-12-2016 09:54
2493,Hot chocolate,03-12-2016 09:54
2493,Coffee,03-12-2016 09:54
2494,Bread,03-12-2016 09:57
2495,Bread,03-12-2016 10:01
2495,Bread,03-12-2016 10:01
2495,Coffee,03-12-2016 10:01
2496,Coffee,03-12-2016 10:03
2496,Scandinavian,03-12-2016 10:03
2497,Bread,03-12-2016 10:06
2498,Coffee,03-12-2016 10:07
2498,Medialuna,03-12-2016 10:07
2498,Pastry,03-12-2016 10:07
2499,Bread,03-12-2016 10:08
2499,Scandinavian,03-12-2016 10:08
2500,Coffee,03-12-2016 10:10
2500,Scone,03-12-2016 10:10
2501,Coffee,03-12-2016 10:12
2502,Bread,03-12-2016 10:18
2503,Bread,03-12-2016 10:38
2503,Pastry,03-12-2016 10:38
2504,Coffee,03-12-2016 10:45
2504,Bread,03-12-2016 10:45
2505,Bread,03-12-2016 10:49
2506,Bread,03-12-2016 10:53
2507,Coffee,03-12-2016 10:58
2508,Coffee,03-12-2016 11:03
2508,Scone,03-12-2016 11:03
2509,Cake,03-12-2016 11:04
2510,Coffee,03-12-2016 11:05
2511,Bread,03-12-2016 11:08
2511,Fudge,03-12-2016 11:08
2512,Medialuna,03-12-2016 11:16
2512,Bread,03-12-2016 11:16
2512,Farm House,03-12-2016 11:16
2513,Muffin,03-12-2016 11:18
2513,Scone,03-12-2016 11:18
2514,Coffee,03-12-2016 11:20
2515,Coffee,03-12-2016 11:21
2515,Alfajores,03-12-2016 11:21
2515,Scone,03-12-2016 11:21
2516,Coffee,03-12-2016 11:22
2517,Tea,03-12-2016 11:23
2517,Scone,03-12-2016 11:23
2518,Juice,03-12-2016 11:27
2518,Tea,03-12-2016 11:27
2518,Cake,03-12-2016 11:27
2519,Coffee,03-12-2016 11:30
2519,Tartine,03-12-2016 11:30
2519,Fudge,03-12-2016 11:30
2519,Jam,03-12-2016 11:30
2520,Bread,03-12-2016 11:31
2521,Coffee,03-12-2016 11:38
2521,Medialuna,03-12-2016 11:38
2522,Tea,03-12-2016 11:41
2522,Bread,03-12-2016 11:41
2522,Bread,03-12-2016 11:41
2523,Coke,03-12-2016 11:45
2524,Coffee,03-12-2016 11:50
2524,Medialuna,03-12-2016 11:50
2525,Bread,03-12-2016 11:58
2526,Truffles,03-12-2016 12:24
2526,Bread,03-12-2016 12:24
2527,Coffee,03-12-2016 12:34
2527,Bread,03-12-2016 12:34
2527,Tea,03-12-2016 12:34
2527,Pastry,03-12-2016 12:34
2527,Cake,03-12-2016 12:34
2528,Sandwich,03-12-2016 12:43
2529,Hot chocolate,03-12-2016 12:45
2530,Coffee,03-12-2016 12:47
2530,Sandwich,03-12-2016 12:47
2530,Sandwich,03-12-2016 12:47
2532,Sandwich,03-12-2016 12:50
2532,Tea,03-12-2016 12:50
2532,Coffee,03-12-2016 12:50
2533,Coffee,03-12-2016 12:55
2533,Scone,03-12-2016 12:55
2534,Cake,03-12-2016 12:56
2535,Bread,03-12-2016 13:10
2535,Cookies,03-12-2016 13:10
2536,Coffee,03-12-2016 13:17
2536,Sandwich,03-12-2016 13:17
2537,Cake,03-12-2016 13:18
2537,Scone,03-12-2016 13:18
2537,Coffee,03-12-2016 13:18
2538,Mineral water,03-12-2016 13:21
2538,Bread,03-12-2016 13:21
2539,Coffee,03-12-2016 13:26
2539,Bread,03-12-2016 13:26
2540,Muffin,03-12-2016 13:28
2540,Cake,03-12-2016 13:28
2540,Scone,03-12-2016 13:28
2541,Tea,03-12-2016 13:38
2541,Scone,03-12-2016 13:38
2543,Muffin,03-12-2016 13:45
2543,Pastry,03-12-2016 13:45
2545,Muffin,03-12-2016 13:53
2545,Cake,03-12-2016 13:53
2545,Coffee,03-12-2016 13:53
2545,Coffee,03-12-2016 13:53
2546,Cake,03-12-2016 14:03
2547,Tea,03-12-2016 14:05
2547,Bread,03-12-2016 14:05
2547,Scone,03-12-2016 14:05
2547,Cake,03-12-2016 14:05
2548,Coffee,03-12-2016 14:07
2548,Medialuna,03-12-2016 14:07
2549,Jam,03-12-2016 14:12
2549,Fudge,03-12-2016 14:12
2550,Scone,03-12-2016 14:13
2550,Pastry,03-12-2016 14:13
2551,Fudge,03-12-2016 14:21
2551,Hot chocolate,03-12-2016 14:21
2552,Cake,03-12-2016 14:28
2552,Sandwich,03-12-2016 14:28
2552,Sandwich,03-12-2016 14:28
2552,Juice,03-12-2016 14:28
2552,Coffee,03-12-2016 14:28
2552,Coffee,03-12-2016 14:28
2552,Sandwich,03-12-2016 14:28
2553,Bread,03-12-2016 14:29
2554,Juice,03-12-2016 14:34
2554,Coffee,03-12-2016 14:34
2554,Coffee,03-12-2016 14:34
2555,Scone,03-12-2016 14:37
2555,Bread,03-12-2016 14:37
2555,Coffee,03-12-2016 14:37
2555,Hot chocolate,03-12-2016 14:37
2556,Coffee,03-12-2016 14:41
2556,Scone,03-12-2016 14:41
2556,Muffin,03-12-2016 14:41
2556,Hot chocolate,03-12-2016 14:41
2557,Bread,03-12-2016 14:47
2558,Medialuna,03-12-2016 14:50
2559,Cake,03-12-2016 14:55
2559,Alfajores,03-12-2016 14:55
2560,Hot chocolate,03-12-2016 14:57
2561,Coffee,03-12-2016 15:17
2561,Coffee,03-12-2016 15:17
2562,Coffee,03-12-2016 15:25
2563,Coffee,03-12-2016 15:37
2563,Tea,03-12-2016 15:37
2564,Jam,03-12-2016 15:39
2564,Cake,03-12-2016 15:39
2564,Bread,03-12-2016 15:39
2564,Coffee,03-12-2016 15:39
2565,Coffee,03-12-2016 15:42
2566,Tea,03-12-2016 15:43
2566,Scone,03-12-2016 15:43
2567,Bread,03-12-2016 15:45
2568,Bread,03-12-2016 15:46
2569,Smoothies,03-12-2016 15:48
2569,Muffin,03-12-2016 15:48
2569,Hot chocolate,03-12-2016 15:48
2569,Toast,03-12-2016 15:48
2570,Alfajores,03-12-2016 15:50
2570,Muffin,03-12-2016 15:50
2570,Medialuna,03-12-2016 15:50
2571,Bread,03-12-2016 16:03
2571,Coffee,03-12-2016 16:03
2571,Scone,03-12-2016 16:03
2572,Tea,03-12-2016 16:08
2572,Juice,03-12-2016 16:08
2573,Coffee,03-12-2016 16:13
2573,Coffee,03-12-2016 16:13
2573,Bread,03-12-2016 16:13
2574,Pastry,03-12-2016 16:16
2575,Bread,03-12-2016 16:22
2575,Tea,03-12-2016 16:22
2575,Pastry,03-12-2016 16:22
2576,Coffee,03-12-2016 16:37
2576,Medialuna,03-12-2016 16:37
2577,Coffee,04-12-2016 09:23
2577,Medialuna,04-12-2016 09:23
2578,Bread,04-12-2016 09:25
2579,Pastry,04-12-2016 10:13
2579,Bread,04-12-2016 10:13
2580,Bread,04-12-2016 10:14
2580,Toast,04-12-2016 10:14
2581,Bread,04-12-2016 10:33
2581,Medialuna,04-12-2016 10:33
2581,Toast,04-12-2016 10:33
2582,Coffee,04-12-2016 10:48
2582,Scone,04-12-2016 10:48
2582,Pastry,04-12-2016 10:48
2583,Coffee,04-12-2016 10:51
2583,Tea,04-12-2016 10:51
2583,Muffin,04-12-2016 10:51
2583,Muffin,04-12-2016 10:51
2584,Coffee,04-12-2016 10:52
2584,Toast,04-12-2016 10:52
2585,Coffee,04-12-2016 10:54
2585,Coffee,04-12-2016 10:54
2585,Medialuna,04-12-2016 10:54
2585,Pastry,04-12-2016 10:54
2586,Bread,04-12-2016 11:07
2586,Ella's Kitchen Pouches,04-12-2016 11:07
2587,Coffee,04-12-2016 11:24
2587,Toast,04-12-2016 11:24
2588,Bread,04-12-2016 11:35
2588,Medialuna,04-12-2016 11:35
2589,Hot chocolate,04-12-2016 11:47
2589,Tea,04-12-2016 11:47
2590,Bread,04-12-2016 11:49
2590,Muffin,04-12-2016 11:49
2591,Coffee,04-12-2016 11:53
2591,Bread,04-12-2016 11:53
2591,Coffee,04-12-2016 11:53
2592,Farm House,04-12-2016 11:56
2593,Coffee,04-12-2016 11:57
2593,Coffee,04-12-2016 11:57
2594,Bread,04-12-2016 12:04
2594,Alfajores,04-12-2016 12:04
2594,Cookies,04-12-2016 12:04
2595,Coffee,04-12-2016 12:06
2595,Medialuna,04-12-2016 12:06
2595,Pastry,04-12-2016 12:06
2595,Alfajores,04-12-2016 12:06
2596,Bread,04-12-2016 12:13
2596,Coffee,04-12-2016 12:13
2597,Bread,04-12-2016 12:31
2598,Coffee,04-12-2016 12:33
2598,Truffles,04-12-2016 12:33
2599,Coffee,04-12-2016 12:35
2599,Fudge,04-12-2016 12:35
2599,Fudge,04-12-2016 12:35
2599,Bread,04-12-2016 12:35
2600,Bread,04-12-2016 12:40
2601,Coffee,04-12-2016 12:46
2601,Bread,04-12-2016 12:46
2602,Bread,04-12-2016 12:47
2603,Coffee,04-12-2016 13:11
2603,Medialuna,04-12-2016 13:11
2603,Crepes,04-12-2016 13:11
2603,Alfajores,04-12-2016 13:11
2604,Coffee,04-12-2016 13:14
2604,Coffee,04-12-2016 13:14
2604,Cake,04-12-2016 13:14
2605,Bread,04-12-2016 13:15
2605,Coffee,04-12-2016 13:15
2605,Cake,04-12-2016 13:15
2605,Cookies,04-12-2016 13:15
2606,Coffee,04-12-2016 13:18
2607,Bread,04-12-2016 13:21
2608,Farm House,04-12-2016 13:50
2609,Bread,04-12-2016 13:58
2610,Coffee,04-12-2016 14:03
2610,Medialuna,04-12-2016 14:03
2611,Hot chocolate,04-12-2016 14:07
2611,Tea,04-12-2016 14:07
2611,Coffee,04-12-2016 14:07
2611,Coffee,04-12-2016 14:07
2611,Cake,04-12-2016 14:07
2612,Tea,04-12-2016 14:12
2612,Hot chocolate,04-12-2016 14:12
2612,Truffles,04-12-2016 14:12
2613,Hot chocolate,04-12-2016 14:16
2613,Hot chocolate,04-12-2016 14:16
2613,Hot chocolate,04-12-2016 14:16
2614,Coffee,04-12-2016 14:27
2614,Coffee,04-12-2016 14:27
2614,Coffee,04-12-2016 14:27
2614,Sandwich,04-12-2016 14:27
2614,Crepes,04-12-2016 14:27
2615,Bread,04-12-2016 14:32
2615,Crepes,04-12-2016 14:32
2616,Bread,04-12-2016 14:40
2616,Muffin,04-12-2016 14:40
2616,Cake,04-12-2016 14:40
2616,Coffee,04-12-2016 14:40
2616,Medialuna,04-12-2016 14:40
2617,Coffee,04-12-2016 14:41
2618,Bread,04-12-2016 14:46
2618,Coffee,04-12-2016 14:46
2618,Cookies,04-12-2016 14:46
2619,Medialuna,04-12-2016 14:50
2619,Crepes,04-12-2016 14:50
2620,Muffin,04-12-2016 14:52
2621,Medialuna,04-12-2016 14:54
2621,Tea,04-12-2016 14:54
2622,Pastry,04-12-2016 15:02
2623,Tea,04-12-2016 15:41
2624,Coffee,04-12-2016 15:46
2624,Scone,04-12-2016 15:46
2624,Coffee,04-12-2016 15:46
2625,Bread,04-12-2016 16:12
2625,Coffee,04-12-2016 16:12
2625,Coffee,04-12-2016 16:12
2625,Coffee,04-12-2016 16:12
2626,Truffles,04-12-2016 16:15
2626,Tea,04-12-2016 16:15
2627,Cookies,04-12-2016 16:19
2627,Cookies,04-12-2016 16:19
2628,Coffee,05-12-2016 08:25
2629,Bread,05-12-2016 08:35
2630,Coffee,05-12-2016 08:36
2630,Bread,05-12-2016 08:36
2630,Toast,05-12-2016 08:36
2630,Pastry,05-12-2016 08:36
2631,Coffee,05-12-2016 09:04
2632,Muffin,05-12-2016 09:09
2633,Bread,05-12-2016 09:19
2634,Farm House,05-12-2016 09:20
2635,Coffee,05-12-2016 09:22
2636,Bread,05-12-2016 09:24
2637,Bread,05-12-2016 09:25
2638,Tea,05-12-2016 09:28
2638,Coffee,05-12-2016 09:28
2638,Pastry,05-12-2016 09:28
2638,Alfajores,05-12-2016 09:28
2639,Coffee,05-12-2016 09:33
2639,Coffee,05-12-2016 09:33
2639,Toast,05-12-2016 09:33
2639,Medialuna,05-12-2016 09:33
2640,Coffee,05-12-2016 09:33
2641,Juice,05-12-2016 09:42
2641,Tea,05-12-2016 09:42
2641,Bread,05-12-2016 09:42
2641,Medialuna,05-12-2016 09:42
2642,Medialuna,05-12-2016 09:45
2642,Coffee,05-12-2016 09:45
2642,Toast,05-12-2016 09:45
2643,Pastry,05-12-2016 09:46
2643,Tea,05-12-2016 09:46
2644,Farm House,05-12-2016 09:51
2645,Coffee,05-12-2016 10:07
2645,Coffee,05-12-2016 10:07
2646,Coffee,05-12-2016 10:14
2647,Coffee,05-12-2016 10:40
2647,Coffee,05-12-2016 10:40
2647,Muffin,05-12-2016 10:40
2648,Coffee,05-12-2016 10:41
2649,Coffee,05-12-2016 10:42
2649,Muffin,05-12-2016 10:42
2650,Coffee,05-12-2016 10:52
2650,Sandwich,05-12-2016 10:52
2651,Dulce de Leche,05-12-2016 10:56
2651,Bread,05-12-2016 10:56
2651,Coffee,05-12-2016 10:56
2651,Pastry,05-12-2016 10:56
2651,Bread,05-12-2016 10:56
2652,Jam,05-12-2016 10:58
2653,Coffee,05-12-2016 11:04
2653,Coffee,05-12-2016 11:04
2653,Medialuna,05-12-2016 11:04
2654,Cookies,05-12-2016 11:09
2654,Coffee,05-12-2016 11:09
2654,Pastry,05-12-2016 11:09
2655,Farm House,05-12-2016 12:14
2656,Coffee,05-12-2016 12:26
2657,Coffee,05-12-2016 12:33
2659,Bread,05-12-2016 12:51
2659,Pastry,05-12-2016 12:51
2660,Juice,05-12-2016 12:56
2660,Sandwich,05-12-2016 12:56
2661,Coffee,05-12-2016 12:58
2661,Coffee,05-12-2016 12:58
2661,Alfajores,05-12-2016 12:58
2662,Coffee,05-12-2016 13:11
2662,Sandwich,05-12-2016 13:11
2663,Bread,05-12-2016 13:30
2664,Bread,05-12-2016 13:31
2665,Bread,05-12-2016 13:40
2665,Tea,05-12-2016 13:40
2665,Medialuna,05-12-2016 13:40
2666,Coffee,05-12-2016 13:46
2666,Muffin,05-12-2016 13:46
2667,Cake,05-12-2016 13:50
2667,Tea,05-12-2016 13:50
2668,Cookies,05-12-2016 13:52
2668,Coffee,05-12-2016 13:52
2669,Hearty & Seasonal,05-12-2016 14:04
2669,Coke,05-12-2016 14:04
2670,Coffee,05-12-2016 14:12
2670,Coffee,05-12-2016 14:12
2670,Muffin,05-12-2016 14:12
2670,Sandwich,05-12-2016 14:12
2671,Alfajores,05-12-2016 14:15
2672,Alfajores,05-12-2016 14:30
2673,Sandwich,05-12-2016 14:39
2673,Coffee,05-12-2016 14:39
2674,Hot chocolate,05-12-2016 14:43
2674,Coffee,05-12-2016 14:43
2674,Muffin,05-12-2016 14:43
2674,Sandwich,05-12-2016 14:43
2675,Muffin,05-12-2016 14:48
2676,Coffee,05-12-2016 15:00
2676,Tea,05-12-2016 15:00
2676,Bread,05-12-2016 15:00
2677,Coffee,05-12-2016 15:01
2678,Bread,05-12-2016 15:13
2678,Medialuna,05-12-2016 15:13
2678,Cookies,05-12-2016 15:13
2678,Tea,05-12-2016 15:13
2679,Coffee,05-12-2016 15:27
2680,Coffee,05-12-2016 15:45
2680,Bread,05-12-2016 15:45
2680,Coffee,05-12-2016 15:45
2681,Alfajores,05-12-2016 16:23
2681,Alfajores,05-12-2016 16:23
2681,Coffee,05-12-2016 16:23
2681,Sandwich,05-12-2016 16:23
2681,Sandwich,05-12-2016 16:23
2681,Bread,05-12-2016 16:23
2682,Coffee,05-12-2016 16:53
2682,Coffee,05-12-2016 16:53
2682,Bread,05-12-2016 16:53
2682,Cookies,05-12-2016 16:53
2682,Medialuna,05-12-2016 16:53
2682,Coffee,05-12-2016 16:53
2683,Coffee,06-12-2016 08:11
2683,Cookies,06-12-2016 08:11
2684,Farm House,06-12-2016 08:26
2685,Coffee,06-12-2016 08:58
2686,Coke,06-12-2016 09:20
2687,Coffee,06-12-2016 09:26
2687,Bread,06-12-2016 09:26
2688,Pastry,06-12-2016 09:27
2688,Bread,06-12-2016 09:27
2689,Coffee,06-12-2016 09:48
2690,Hot chocolate,06-12-2016 09:50
2690,Alfajores,06-12-2016 09:50
2690,Bread,06-12-2016 09:50
2690,Muffin,06-12-2016 09:50
2691,Coffee,06-12-2016 09:51
2692,Bread,06-12-2016 09:51
2693,Coffee,06-12-2016 09:52
2693,Coffee,06-12-2016 09:52
2694,Coffee,06-12-2016 09:53
2694,Coffee,06-12-2016 09:53
2694,Medialuna,06-12-2016 09:53
2695,Coffee,06-12-2016 09:54
2696,Pastry,06-12-2016 10:15
2696,Medialuna,06-12-2016 10:15
2696,Bread,06-12-2016 10:15
2697,Muffin,06-12-2016 10:18
2697,Coffee,06-12-2016 10:18
2697,Coffee,06-12-2016 10:18
2698,Bread,06-12-2016 10:25
2699,Bread,06-12-2016 10:28
2700,Bread,06-12-2016 10:30
2700,Coffee,06-12-2016 10:30
2701,Bread,06-12-2016 10:45
2701,Tea,06-12-2016 10:45
2702,Bread,06-12-2016 10:49
2702,Cookies,06-12-2016 10:49
2702,Muffin,06-12-2016 10:49
2703,Tea,06-12-2016 10:52
2703,Coffee,06-12-2016 10:52
2704,Medialuna,06-12-2016 10:54
2704,Pastry,06-12-2016 10:54
2704,Bread,06-12-2016 10:54
2705,Coffee,06-12-2016 10:55
2705,Alfajores,06-12-2016 10:55
2706,Toast,06-12-2016 10:57
2707,Coffee,06-12-2016 10:59
2708,Tea,06-12-2016 11:03
2709,Hot chocolate,06-12-2016 11:07
2709,Medialuna,06-12-2016 11:07
2710,Coffee,06-12-2016 11:07
2710,Pastry,06-12-2016 11:07
2711,Coffee,06-12-2016 11:08
2712,Cake,06-12-2016 11:21
2712,Bread,06-12-2016 11:21
2713,Cake,06-12-2016 11:23
2713,Coffee,06-12-2016 11:23
2714,Coffee,06-12-2016 11:45
2714,Hot chocolate,06-12-2016 11:45
2714,Pastry,06-12-2016 11:45
2715,Tea,06-12-2016 12:02
2716,Bread,06-12-2016 12:07
2717,Tea,06-12-2016 12:11
2718,Bread,06-12-2016 12:24
2718,Farm House,06-12-2016 12:24
2719,Coffee,06-12-2016 12:24
2720,Bread,06-12-2016 12:35
2721,Bread,06-12-2016 12:39
2722,Bread,06-12-2016 12:44
2722,Cookies,06-12-2016 12:44
2723,Coffee,06-12-2016 12:47
2723,Bread,06-12-2016 12:47
2724,Cookies,06-12-2016 12:50
2724,Coffee,06-12-2016 12:50
2725,Farm House,06-12-2016 13:02
2726,Bread,06-12-2016 13:12
2727,Coffee,06-12-2016 13:14
2728,Coffee,06-12-2016 13:16
2728,Tea,06-12-2016 13:16
2728,Sandwich,06-12-2016 13:16
2728,Muffin,06-12-2016 13:16
2729,Coffee,06-12-2016 13:22
2729,Bread,06-12-2016 13:22
2729,Cake,06-12-2016 13:22
2730,Bread,06-12-2016 13:36
2731,Tea,06-12-2016 14:01
2732,Tea,06-12-2016 14:02
2732,Coffee,06-12-2016 14:02
2733,Coffee,06-12-2016 14:10
2734,Sandwich,06-12-2016 14:29
2734,Tea,06-12-2016 14:29
2734,Alfajores,06-12-2016 14:29
2735,Coffee,06-12-2016 15:09
2735,Mineral water,06-12-2016 15:09
2735,Alfajores,06-12-2016 15:09
2735,Cake,06-12-2016 15:09
2735,Sandwich,06-12-2016 15:09
2736,Coffee,06-12-2016 15:29
2736,Bread,06-12-2016 15:29
2737,Coffee,06-12-2016 15:30
2738,Tea,06-12-2016 15:44
2738,Cake,06-12-2016 15:44
2739,Bread,06-12-2016 15:49
2740,Cookies,06-12-2016 15:53
2741,Coffee,06-12-2016 16:01
2741,Juice,06-12-2016 16:01
2742,Coffee,06-12-2016 16:22
2742,Muffin,06-12-2016 16:22
2742,Mineral water,06-12-2016 16:22
2742,Juice,06-12-2016 16:22
2743,Bread,06-12-2016 16:24
2744,Bread,07-12-2016 08:38
2745,Bread,07-12-2016 09:02
2746,Bread,07-12-2016 09:15
2746,Hot chocolate,07-12-2016 09:15
2746,Juice,07-12-2016 09:15
2746,Toast,07-12-2016 09:15
2747,Coffee,07-12-2016 09:21
2747,Cake,07-12-2016 09:21
2747,Bread,07-12-2016 09:21
2748,Coffee,07-12-2016 09:25
2748,Toast,07-12-2016 09:25
2749,Coffee,07-12-2016 09:26
2749,Toast,07-12-2016 09:26
2750,Tea,07-12-2016 09:27
2751,Tea,07-12-2016 09:29
2751,Toast,07-12-2016 09:29
2751,Cookies,07-12-2016 09:29
2752,Farm House,07-12-2016 10:11
2753,Bread,07-12-2016 10:28
2753,Cake,07-12-2016 10:28
2754,Bread,07-12-2016 10:58
2755,Coffee,07-12-2016 11:00
2755,Coffee,07-12-2016 11:00
2756,Tea,07-12-2016 11:01
2756,Alfajores,07-12-2016 11:01
2757,Bread,07-12-2016 11:02
2758,Coffee,07-12-2016 11:03
2759,Juice,07-12-2016 11:13
2759,Coffee,07-12-2016 11:13
2759,Tea,07-12-2016 11:13
2760,Coffee,07-12-2016 11:28
2760,Medialuna,07-12-2016 11:28
2761,Bread,07-12-2016 11:41
2762,Medialuna,07-12-2016 11:42
2762,Coffee,07-12-2016 11:42
2763,Cake,07-12-2016 12:03
2763,Tea,07-12-2016 12:03
2764,Bread,07-12-2016 12:07
2764,Coffee,07-12-2016 12:07
2765,Farm House,07-12-2016 12:08
2766,Bread,07-12-2016 12:13
2767,Farm House,07-12-2016 12:21
2767,Crepes,07-12-2016 12:21
2768,Bread,07-12-2016 12:29
2769,Hot chocolate,07-12-2016 12:35
2770,Coffee,07-12-2016 12:47
2770,Coffee,07-12-2016 12:47
2770,Hot chocolate,07-12-2016 12:47
2770,Sandwich,07-12-2016 12:47
2771,Sandwich,07-12-2016 12:56
2772,Coffee,07-12-2016 12:57
2772,Truffles,07-12-2016 12:57
2773,Jam,07-12-2016 12:59
2774,Bread,07-12-2016 13:08
2775,Bread,07-12-2016 13:23
2776,Sandwich,07-12-2016 13:35
2776,Coffee,07-12-2016 13:35
2776,Mineral water,07-12-2016 13:35
2777,Bread,07-12-2016 13:48
2778,Coke,07-12-2016 14:01
2778,Coke,07-12-2016 14:01
2778,Cookies,07-12-2016 14:01
2780,Bread,07-12-2016 14:23
2780,Bread,07-12-2016 14:23
2781,Coffee,07-12-2016 14:31
2781,Coffee,07-12-2016 14:31
2781,Sandwich,07-12-2016 14:31
2782,Bread,07-12-2016 14:45
2782,Coffee,07-12-2016 14:45
2783,Tea,07-12-2016 14:47
2783,Coffee,07-12-2016 14:47
2785,Tea,07-12-2016 15:16
2785,Coffee,07-12-2016 15:16
2786,Hot chocolate,07-12-2016 16:00
2787,Coffee,07-12-2016 16:25
2787,Coffee,07-12-2016 16:25
2787,Alfajores,07-12-2016 16:25
2788,Fudge,07-12-2016 17:04
2788,Jam,07-12-2016 17:04
2788,Cake,07-12-2016 17:04
2788,Coffee,07-12-2016 17:04
2789,Cake,08-12-2016 08:26
2790,Coffee,08-12-2016 08:46
2790,Bread,08-12-2016 08:46
2791,Pastry,08-12-2016 09:03
2791,Coffee,08-12-2016 09:03
2792,Coffee,08-12-2016 09:04
2792,Pastry,08-12-2016 09:04
2793,Coffee,08-12-2016 09:14
2793,Pastry,08-12-2016 09:14
2794,Truffles,08-12-2016 09:18
2794,Bread,08-12-2016 09:18
2795,Coffee,08-12-2016 09:26
2796,Coffee,08-12-2016 09:28
2797,Coffee,08-12-2016 09:32
2797,Toast,08-12-2016 09:32
2797,Vegan mincepie,08-12-2016 09:32
2797,Mineral water,08-12-2016 09:32
2797,Coffee,08-12-2016 09:32
2798,Medialuna,08-12-2016 09:33
2798,Bread,08-12-2016 09:33
2799,Coffee,08-12-2016 09:44
2799,Cake,08-12-2016 09:44
2800,Coffee,08-12-2016 10:09
2800,Pastry,08-12-2016 10:09
2801,Coffee,08-12-2016 10:16
2802,Coffee,08-12-2016 10:40
2803,Bread,08-12-2016 10:53
2803,Cake,08-12-2016 10:53
2803,Cookies,08-12-2016 10:53
2804,Coffee,08-12-2016 10:55
2804,Tea,08-12-2016 10:55
2804,Bread,08-12-2016 10:55
2804,Cake,08-12-2016 10:55
2805,Toast,08-12-2016 11:02
2805,Juice,08-12-2016 11:02
2806,Bread,08-12-2016 11:03
2807,Pastry,08-12-2016 11:04
2807,Pastry,08-12-2016 11:04
2808,Coffee,08-12-2016 11:26
2809,Truffles,08-12-2016 11:27
2810,Tea,08-12-2016 11:35
2811,Bread,08-12-2016 11:36
2812,Farm House,08-12-2016 11:39
2813,Coffee,08-12-2016 11:51
2813,Cake,08-12-2016 11:51
2814,Coffee,08-12-2016 11:53
2814,Sandwich,08-12-2016 11:53
2815,Tea,08-12-2016 12:19
2816,Hearty & Seasonal,08-12-2016 12:45
2816,Tea,08-12-2016 12:45
2817,Coffee,08-12-2016 13:03
2818,Coffee,08-12-2016 13:04
2819,Tea,08-12-2016 13:41
2819,Cake,08-12-2016 13:41
2820,Farm House,08-12-2016 13:42
2821,Coffee,08-12-2016 13:53
2822,Coffee,08-12-2016 14:20
2823,Bread,08-12-2016 14:34
2824,Coffee,08-12-2016 15:11
2824,Cake,08-12-2016 15:11
2825,Cake,08-12-2016 15:17
2826,Alfajores,08-12-2016 15:40
2826,Medialuna,08-12-2016 15:40
2826,Brownie,08-12-2016 15:40
2827,Bread,08-12-2016 15:41
2828,Bread,08-12-2016 16:54
2829,Bread,09-12-2016 09:03
2829,Jam,09-12-2016 09:03
2830,Tea,09-12-2016 09:05
2830,Sandwich,09-12-2016 09:05
2831,Coffee,09-12-2016 09:13
2831,Medialuna,09-12-2016 09:13
2831,Juice,09-12-2016 09:13
2831,Coke,09-12-2016 09:13
2832,Toast,09-12-2016 09:15
2832,Coffee,09-12-2016 09:15
2832,Bread,09-12-2016 09:15
2833,Bread,09-12-2016 09:17
2833,Coffee,09-12-2016 09:17
2833,Toast,09-12-2016 09:17
2834,Bread,09-12-2016 09:19
2834,Coffee,09-12-2016 09:19
2834,Medialuna,09-12-2016 09:19
2835,Coffee,09-12-2016 09:31
2836,Bread,09-12-2016 09:31
2836,Toast,09-12-2016 09:31
2837,Bread,09-12-2016 09:42
2838,Coffee,09-12-2016 09:58
2838,Coffee,09-12-2016 09:58
2838,Medialuna,09-12-2016 09:58
2838,Cake,09-12-2016 09:58
2839,Tea,09-12-2016 10:11
2840,Tea,09-12-2016 10:16
2841,Coffee,09-12-2016 10:17
2841,Medialuna,09-12-2016 10:17
2842,Bread,09-12-2016 10:18
2843,Bread,09-12-2016 10:20
2843,Coffee,09-12-2016 10:20
2844,Bread,09-12-2016 10:36
2845,Bread,09-12-2016 10:40
2845,Brownie,09-12-2016 10:40
2846,Coffee,09-12-2016 10:43
2847,Tea,09-12-2016 10:45
2847,The Nomad,09-12-2016 10:45
2848,Fudge,09-12-2016 10:56
2849,Alfajores,09-12-2016 10:58
2849,Coffee,09-12-2016 10:58
2850,Bread,09-12-2016 10:59
2851,Coffee,09-12-2016 11:02
2851,Alfajores,09-12-2016 11:02
2852,Brownie,09-12-2016 11:03
2852,Coffee,09-12-2016 11:03
2853,Bread,09-12-2016 11:07
2854,Jam,09-12-2016 11:15
2854,Fudge,09-12-2016 11:15
2855,Tea,09-12-2016 11:18
2856,Coffee,09-12-2016 11:24
2857,Coffee,09-12-2016 11:32
2858,Bread,09-12-2016 11:46
2859,Coffee,09-12-2016 11:48
2860,Coffee,09-12-2016 12:06
2861,Medialuna,09-12-2016 12:07
2861,Cake,09-12-2016 12:07
2862,Coffee,09-12-2016 12:10
2862,Cake,09-12-2016 12:10
2863,Coffee,09-12-2016 12:16
2863,Coffee,09-12-2016 12:16
2865,The Nomad,09-12-2016 12:30
2865,Tea,09-12-2016 12:30
2865,Bread,09-12-2016 12:30
2865,Brownie,09-12-2016 12:30
2865,Fudge,09-12-2016 12:30
2865,Fudge,09-12-2016 12:30
2866,Scone,09-12-2016 12:45
