Invoice ID,Gender,Product line,Quantity,Date
133-14-7229,Male,Health and beauty,2,1/1/2019
534-01-4457,Male,Food and beverages,6,1/27/2019
719-89-8991,Female,Sports and travel,5,2/25/2019
286-62-6248,Male,Fashion accessories,4,1/16/2019
339-38-9982,Male,Fashion accessories,2,1/13/2019
827-44-5872,Female,Food and beverages,10,2/7/2019
827-77-7633,Male,Sports and travel,9,2/17/2019
287-83-1405,Male,Health and beauty,6,2/12/2019
435-13-4908,Male,Fashion accessories,8,1/24/2019
857-67-9057,Male,Electronic accessories,10,2/6/2019
236-27-1144,Female,Food and beverages,9,3/26/2019
892-05-6689,Female,Home and lifestyle,5,3/11/2019
583-41-4548,Male,Home and lifestyle,7,2/7/2019
339-12-4827,Female,Fashion accessories,1,1/5/2019
643-38-7867,Male,Home and lifestyle,1,3/7/2019
308-81-0538,Female,Fashion accessories,4,2/25/2019
358-88-9262,Female,Food and beverages,6,2/1/2019
460-35-4390,Male,Home and lifestyle,3,1/22/2019
343-87-0864,Male,Health and beauty,1,1/3/2019
173-50-1108,Female,Sports and travel,4,2/13/2019
243-47-2663,Male,Electronic accessories,6,1/28/2019
841-18-8232,Female,Food and beverages,1,1/5/2019
701-23-5550,Male,Home and lifestyle,4,3/19/2019
647-50-1224,Female,Fashion accessories,10,1/12/2019
541-48-8554,Male,Sports and travel,9,1/7/2019
539-21-7227,Female,Sports and travel,5,1/26/2019
213-32-1216,Female,Electronic accessories,6,1/23/2019
747-58-7183,Male,Fashion accessories,3,2/9/2019
582-52-8065,Female,Fashion accessories,9,2/22/2019
210-57-1719,Female,Health and beauty,9,2/5/2019
399-69-4630,Male,Electronic accessories,6,3/7/2019
134-75-2619,Male,Electronic accessories,7,3/25/2019
356-44-8813,Male,Home and lifestyle,3,1/20/2019
198-66-9832,Female,Fashion accessories,2,2/4/2019
283-26-5248,Female,Food and beverages,10,1/30/2019
712-39-0363,Male,Food and beverages,6,1/2/2019
218-59-9410,Female,Home and lifestyle,3,3/29/2019
174-75-0888,Male,Electronic accessories,9,3/14/2019
866-99-7614,Male,Food and beverages,10,2/11/2019
134-54-4720,Female,Electronic accessories,8,1/30/2019
760-90-2357,Male,Electronic accessories,6,3/20/2019
514-37-2845,Male,Fashion accessories,2,3/20/2019
698-98-5964,Female,Food and beverages,10,1/17/2019
718-57-9773,Female,Sports and travel,10,2/3/2019
651-88-7328,Female,Fashion accessories,9,1/1/2019
241-11-2261,Female,Fashion accessories,7,1/10/2019
408-26-9866,Female,Sports and travel,7,3/2/2019
834-83-1826,Female,Home and lifestyle,5,2/25/2019
343-61-3544,Male,Sports and travel,10,1/29/2019
239-48-4278,Male,Food and beverages,7,3/10/2019
355-34-6244,Male,Food and beverages,2,1/13/2019
550-84-8664,Male,Sports and travel,5,3/22/2019
339-96-8318,Male,Fashion accessories,7,3/1/2019
458-61-0011,Male,Food and beverages,4,2/20/2019
592-34-6155,Male,Food and beverages,4,1/14/2019
797-88-0493,Female,Health and beauty,4,3/26/2019
207-73-1363,Male,Health and beauty,2,3/1/2019
390-31-6381,Male,Food and beverages,3,1/7/2019
443-82-0585,Female,Health and beauty,4,2/1/2019
339-18-7061,Female,Fashion accessories,2,2/13/2019
359-90-3665,Female,Fashion accessories,4,1/14/2019
375-72-3056,Male,Sports and travel,3,1/19/2019
127-47-6963,Male,Health and beauty,4,3/9/2019
278-86-2735,Female,Food and beverages,3,3/27/2019
695-28-6250,Female,Sports and travel,5,2/4/2019
379-17-6588,Male,Fashion accessories,10,3/14/2019
227-50-3718,Male,Health and beauty,5,3/4/2019
302-15-2162,Male,Health and beauty,6,3/3/2019
788-07-8452,Female,Home and lifestyle,7,1/27/2019
560-49-6611,Female,Sports and travel,1,2/7/2019
880-35-0356,Female,Sports and travel,3,2/5/2019
585-11-6748,Male,Sports and travel,3,3/15/2019
470-31-3286,Male,Health and beauty,3,3/1/2019
152-68-2907,Male,Food and beverages,3,2/15/2019
123-35-4896,Female,Sports and travel,9,2/17/2019
258-69-7810,Female,Fashion accessories,5,1/26/2019
334-64-2006,Female,Home and lifestyle,2,3/24/2019
219-61-4139,Male,Electronic accessories,1,1/23/2019
881-41-7302,Female,Fashion accessories,1,1/26/2019
373-09-4567,Male,Food and beverages,10,3/14/2019
642-30-6693,Female,Sports and travel,6,3/17/2019
484-22-8230,Female,Fashion accessories,7,1/8/2019
830-58-2383,Male,Home and lifestyle,4,2/8/2019
559-98-9873,Female,Fashion accessories,7,2/10/2019
544-32-5024,Female,Food and beverages,4,3/28/2019
318-12-0304,Male,Fashion accessories,1,1/23/2019
349-97-8902,Male,Food and beverages,2,1/17/2019
421-95-9805,Female,Electronic accessories,1,2/7/2019
277-35-5865,Female,Food and beverages,9,3/9/2019
789-23-8625,Male,Fashion accessories,3,1/24/2019
284-54-4231,Male,Sports and travel,1,1/19/2019
443-59-0061,Male,Food and beverages,10,2/3/2019
509-29-3912,Female,Sports and travel,9,3/20/2019
327-40-9673,Male,Sports and travel,6,1/13/2019
840-19-2096,Male,Electronic accessories,5,3/14/2019
828-46-6863,Male,Food and beverages,6,1/23/2019
641-96-3695,Female,Fashion accessories,6,2/7/2019
420-97-3340,Female,Food and beverages,3,3/28/2019
436-54-4512,Female,Food and beverages,1,3/20/2019
670-79-6321,Female,Home and lifestyle,7,1/17/2019
852-62-7105,Female,Fashion accessories,10,1/12/2019
598-06-7312,Male,Fashion accessories,1,2/16/2019
135-13-8269,Female,Food and beverages,2,1/26/2019
816-57-2053,Male,Sports and travel,2,3/9/2019
628-90-8624,Male,Health and beauty,10,3/14/2019
856-66-2701,Male,Home and lifestyle,3,1/25/2019
308-39-1707,Female,Fashion accessories,1,1/26/2019
149-61-1929,Male,Sports and travel,10,1/19/2019
655-07-2265,Male,Electronic accessories,3,3/5/2019
589-02-8023,Male,Food and beverages,2,1/15/2019
420-04-7590,Male,Home and lifestyle,3,3/18/2019
182-88-2763,Male,Food and beverages,3,3/20/2019
188-55-0967,Male,Health and beauty,10,1/15/2019
610-46-4100,Male,Health and beauty,7,3/3/2019
318-81-2368,Female,Electronic accessories,1,3/19/2019
364-33-8584,Female,Food and beverages,5,3/8/2019
665-63-9737,Male,Fashion accessories,3,2/27/2019
695-09-5146,Female,Food and beverages,3,2/23/2019
155-45-3814,Female,Electronic accessories,8,3/19/2019
794-32-2436,Male,Electronic accessories,2,3/27/2019
131-15-8856,Female,Food and beverages,8,3/30/2019
273-84-2164,Male,Electronic accessories,5,2/16/2019
706-36-6154,Male,Home and lifestyle,9,1/18/2019
778-89-7974,Male,Health and beauty,6,3/30/2019
574-31-8277,Male,Fashion accessories,1,3/20/2019
859-71-0933,Female,Sports and travel,2,1/16/2019
740-11-5257,Male,Electronic accessories,10,2/24/2019
369-82-2676,Male,Electronic accessories,5,1/15/2019
563-47-4072,Female,Health and beauty,6,1/22/2019
742-04-5161,Male,Home and lifestyle,10,2/3/2019
149-15-7606,Male,Sports and travel,9,3/6/2019
133-77-3154,Male,Fashion accessories,4,2/16/2019
169-52-4504,Female,Electronic accessories,3,3/14/2019
250-81-7186,Female,Electronic accessories,1,2/27/2019
562-12-5430,Female,Fashion accessories,3,1/18/2019
816-72-8853,Female,Sports and travel,5,1/29/2019
491-38-3499,Male,Fashion accessories,1,2/26/2019
322-02-2271,Female,Sports and travel,3,2/3/2019
842-29-4695,Male,Sports and travel,7,1/16/2019
725-67-2480,Female,Fashion accessories,6,3/24/2019
641-51-2661,Female,Food and beverages,10,2/12/2019
714-02-3114,Female,Sports and travel,2,2/21/2019
518-17-2983,Female,Fashion accessories,4,2/4/2019
779-42-2410,Male,Food and beverages,3,2/20/2019
190-14-3147,Female,Health and beauty,4,2/23/2019
408-66-6712,Female,Health and beauty,6,2/16/2019
679-22-6530,Female,Sports and travel,2,1/17/2019
588-47-8641,Male,Fashion accessories,10,1/14/2019
642-61-4706,Male,Food and beverages,2,3/30/2019
576-31-4774,Female,Health and beauty,3,3/2/2019
556-41-6224,Male,Health and beauty,8,2/15/2019
811-03-8790,Female,Electronic accessories,10,3/1/2019
242-11-3142,Male,Fashion accessories,2,2/24/2019
752-23-3760,Female,Sports and travel,7,2/19/2019
274-05-5470,Female,Food and beverages,4,2/23/2019
648-94-3045,Male,Health and beauty,10,2/7/2019
130-67-4723,Male,Food and beverages,6,1/11/2019
528-87-5606,Female,Electronic accessories,1,2/12/2019
320-85-2052,Female,Sports and travel,1,1/14/2019
370-96-0655,Female,Fashion accessories,6,1/9/2019
105-10-6182,Male,Fashion accessories,2,2/27/2019
510-79-0415,Female,Sports and travel,6,1/24/2019
241-96-5076,Female,Home and lifestyle,2,1/8/2019
767-97-4650,Female,Sports and travel,2,1/8/2019
648-83-1321,Male,Home and lifestyle,10,1/16/2019
173-57-2300,Male,Sports and travel,2,3/13/2019
305-03-2383,Female,Food and beverages,3,2/15/2019
394-55-6384,Female,Sports and travel,9,1/25/2019
266-20-6657,Male,Food and beverages,7,3/12/2019
689-05-1884,Male,Health and beauty,10,3/4/2019
196-01-2849,Female,Fashion accessories,7,2/10/2019
372-62-5264,Female,Food and beverages,9,1/16/2019
800-09-8606,Female,Home and lifestyle,5,1/29/2019
182-52-7000,Female,Sports and travel,4,1/1/2019
826-58-8051,Male,Home and lifestyle,4,1/6/2019
868-06-0466,Male,Electronic accessories,9,2/19/2019
751-41-9720,Male,Home and lifestyle,10,1/12/2019
626-43-7888,Female,Fashion accessories,8,2/7/2019
176-64-7711,Male,Food and beverages,3,3/27/2019
191-29-0321,Female,Fashion accessories,10,2/27/2019
729-06-2010,Male,Health and beauty,9,1/6/2019
640-48-5028,Female,Home and lifestyle,9,3/2/2019
186-79-9562,Male,Health and beauty,7,3/29/2019
834-45-5519,Female,Electronic accessories,4,1/31/2019
162-65-8559,Male,Food and beverages,1,1/21/2019
760-27-5490,Male,Fashion accessories,8,1/20/2019
445-30-9252,Male,Sports and travel,3,1/17/2019
786-94-2700,Male,Food and beverages,6,2/28/2019
728-88-7867,Female,Home and lifestyle,4,3/19/2019
183-21-3799,Female,Electronic accessories,9,2/19/2019
268-20-3585,Female,Health and beauty,9,2/4/2019
735-32-9839,Male,Fashion accessories,8,1/31/2019
258-92-7466,Female,Health and beauty,5,2/6/2019
857-16-3520,Female,Fashion accessories,7,3/28/2019
482-17-1179,Male,Electronic accessories,3,1/19/2019
788-21-5741,Male,Fashion accessories,3,2/17/2019
821-14-9046,Female,Fashion accessories,6,1/18/2019
418-05-0656,Female,Fashion accessories,7,2/2/2019
678-79-0726,Female,Sports and travel,9,1/18/2019
776-68-1096,Male,Home and lifestyle,3,3/18/2019
592-46-1692,Female,Food and beverages,7,1/11/2019
434-35-9162,Male,Food and beverages,4,2/4/2019
149-14-0304,Female,Health and beauty,8,2/6/2019
442-44-6497,Male,Home and lifestyle,3,1/8/2019
174-64-0215,Male,Sports and travel,10,3/5/2019
210-74-9613,Male,Fashion accessories,4,3/16/2019
299-29-0180,Female,Home and lifestyle,7,3/9/2019
247-11-2470,Female,Fashion accessories,4,3/1/2019
635-28-5728,Male,Health and beauty,3,2/28/2019
756-49-0168,Male,Fashion accessories,1,2/8/2019
438-23-1242,Male,Electronic accessories,7,1/24/2019
238-45-6950,Male,Food and beverages,1,3/1/2019
607-65-2441,Male,Health and beauty,10,3/10/2019
386-27-7606,Female,Home and lifestyle,7,3/23/2019
137-63-5492,Male,Electronic accessories,10,1/29/2019
197-77-7132,Male,Electronic accessories,8,1/12/2019
805-86-0265,Male,Home and lifestyle,9,3/20/2019
733-29-1227,Male,Home and lifestyle,7,3/23/2019
451-73-2711,Male,Food and beverages,1,1/14/2019
373-14-0504,Female,Sports and travel,2,2/12/2019
546-80-2899,Male,Home and lifestyle,2,2/20/2019
345-68-9016,Female,Sports and travel,8,1/2/2019
390-17-5806,Female,Food and beverages,1,2/2/2019
457-13-1708,Male,Fashion accessories,10,1/8/2019
664-14-2882,Female,Home and lifestyle,5,1/30/2019
487-79-6868,Female,Home and lifestyle,9,3/26/2019
314-23-4520,Male,Health and beauty,7,1/15/2019
210-30-7976,Female,Fashion accessories,4,3/14/2019
585-86-8361,Female,Food and beverages,5,2/3/2019
807-14-7833,Female,Electronic accessories,10,2/22/2019
775-72-1988,Male,Home and lifestyle,5,1/24/2019
288-38-3758,Female,Fashion accessories,3,1/25/2019
652-43-6591,Female,Fashion accessories,8,3/9/2019
785-96-0615,Female,Electronic accessories,8,2/17/2019
406-46-7107,Female,Home and lifestyle,6,1/11/2019
250-17-5703,Male,Food and beverages,10,2/27/2019
156-95-3964,Female,Food and beverages,4,3/25/2019
842-40-8179,Female,Food and beverages,10,2/11/2019
525-09-8450,Male,Electronic accessories,10,1/31/2019
410-67-1709,Female,Fashion accessories,8,1/20/2019
587-73-4862,Female,Health and beauty,5,3/26/2019
787-87-2010,Male,Health and beauty,4,1/20/2019
593-14-4239,Female,Home and lifestyle,8,3/5/2019
801-88-0346,Female,Fashion accessories,3,1/5/2019
388-76-2555,Male,Sports and travel,6,2/13/2019
711-31-1234,Female,Electronic accessories,4,3/16/2019
886-54-6089,Female,Home and lifestyle,6,1/15/2019
707-32-7409,Female,Sports and travel,4,2/26/2019
759-98-4285,Female,Health and beauty,7,2/27/2019
201-63-8275,Female,Sports and travel,7,2/17/2019
471-06-8611,Female,Food and beverages,1,2/6/2019
200-16-5952,Male,Food and beverages,2,1/17/2019
120-54-2248,Female,Food and beverages,5,1/22/2019
102-77-2261,Male,Health and beauty,7,3/5/2019
875-31-8302,Male,Sports and travel,1,1/3/2019
102-06-2002,Male,Sports and travel,5,3/20/2019
457-94-0464,Male,Electronic accessories,9,1/31/2019
629-42-4133,Male,Health and beauty,8,2/19/2019
534-53-3526,Female,Sports and travel,4,2/11/2019
307-04-2070,Female,Fashion accessories,1,2/5/2019
468-99-7231,Female,Home and lifestyle,8,3/3/2019
516-77-6464,Female,Health and beauty,5,2/24/2019
404-91-5964,Male,Electronic accessories,7,2/4/2019
886-77-9084,Male,Electronic accessories,8,2/19/2019
790-38-4466,Female,Health and beauty,5,1/23/2019
704-10-4056,Male,Health and beauty,3,1/14/2019
497-37-6538,Male,Sports and travel,7,1/17/2019
651-96-5970,Male,Fashion accessories,1,3/3/2019
400-80-4065,Male,Health and beauty,4,2/15/2019
744-16-7898,Female,Home and lifestyle,10,1/15/2019
263-12-5321,Male,Electronic accessories,7,2/27/2019
702-72-0487,Female,Electronic accessories,2,2/26/2019
605-83-1050,Male,Fashion accessories,2,3/15/2019
443-60-9639,Female,Home and lifestyle,1,1/24/2019
864-24-7918,Female,Sports and travel,10,2/22/2019
359-94-5395,Male,Health and beauty,1,3/15/2019
401-09-4232,Male,Home and lifestyle,5,2/11/2019
751-15-6198,Male,Sports and travel,6,1/12/2019
324-41-6833,Female,Electronic accessories,8,3/3/2019
474-33-8305,Male,Fashion accessories,7,3/23/2019
759-29-9521,Female,Fashion accessories,9,3/4/2019
831-81-6575,Female,Electronic accessories,9,2/23/2019
220-68-6701,Female,Home and lifestyle,4,3/17/2019
618-34-8551,Female,Sports and travel,2,1/16/2019
257-60-7754,Female,Electronic accessories,4,1/8/2019
559-61-5987,Female,Health and beauty,1,1/14/2019
189-55-2313,Female,Fashion accessories,10,1/31/2019
565-91-4567,Male,Health and beauty,8,3/15/2019
380-60-5336,Female,Electronic accessories,10,2/24/2019
815-04-6282,Female,Sports and travel,5,2/8/2019
674-56-6360,Male,Electronic accessories,1,3/22/2019
778-34-2523,Female,Electronic accessories,8,1/24/2019
499-27-7781,Female,Food and beverages,8,3/14/2019
477-59-2456,Female,Fashion accessories,7,1/23/2019
832-51-6761,Male,Food and beverages,8,1/19/2019
869-11-3082,Male,Health and beauty,4,1/27/2019
190-59-3964,Male,Food and beverages,5,2/3/2019
366-43-6862,Male,Electronic accessories,4,3/25/2019
186-43-8965,Female,Home and lifestyle,2,2/24/2019
784-21-9238,Male,Sports and travel,1,2/7/2019
276-75-6884,Female,Health and beauty,3,3/4/2019
109-86-4363,Female,Sports and travel,7,2/14/2019
569-76-2760,Female,Sports and travel,4,1/29/2019
222-42-0244,Female,Health and beauty,9,1/28/2019
760-53-9233,Male,Fashion accessories,3,3/26/2019
538-22-0304,Male,Electronic accessories,10,3/24/2019
416-17-9926,Female,Electronic accessories,10,1/1/2019
237-44-6163,Male,Electronic accessories,8,1/24/2019
636-17-0325,Male,Health and beauty,4,2/25/2019
343-75-9322,Female,Sports and travel,8,1/9/2019
528-14-9470,Male,Health and beauty,1,2/14/2019
427-45-9297,Female,Home and lifestyle,7,3/12/2019
807-34-3742,Male,Fashion accessories,1,3/26/2019
288-62-1085,Male,Fashion accessories,5,1/9/2019
670-71-7306,Male,Sports and travel,6,1/2/2019
660-29-7083,Male,Electronic accessories,10,1/15/2019
271-77-8740,Female,Sports and travel,6,1/1/2019
497-36-0989,Male,Fashion accessories,3,2/15/2019
291-59-1384,Male,Electronic accessories,1,2/28/2019
860-73-6466,Female,Sports and travel,2,3/2/2019
549-23-9016,Female,Food and beverages,2,2/13/2019
896-34-0956,Male,Fashion accessories,1,1/26/2019
804-38-3935,Male,Electronic accessories,3,1/30/2019
585-90-0249,Male,Electronic accessories,1,1/27/2019
862-29-5914,Female,Sports and travel,1,1/30/2019
845-94-6841,Female,Food and beverages,9,1/8/2019
125-45-2293,Female,Fashion accessories,6,1/19/2019
843-73-4724,Male,Fashion accessories,1,1/25/2019
409-33-9708,Female,Fashion accessories,2,2/19/2019
658-66-3967,Male,Health and beauty,7,1/14/2019
866-70-2814,Female,Electronic accessories,10,2/25/2019
160-22-2687,Female,Health and beauty,5,1/23/2019
895-03-6665,Female,Fashion accessories,9,2/16/2019
770-42-8960,Male,Food and beverages,8,1/1/2019
748-45-2862,Female,Home and lifestyle,4,3/7/2019
234-36-2483,Male,Health and beauty,6,2/15/2019
316-66-3011,Female,Food and beverages,9,1/23/2019
848-95-6252,Female,Home and lifestyle,1,2/20/2019
840-76-5966,Male,Sports and travel,2,1/8/2019
152-03-4217,Female,Home and lifestyle,9,3/17/2019
533-66-5566,Female,Home and lifestyle,7,1/12/2019
124-31-1458,Female,Electronic accessories,3,1/8/2019
176-78-1170,Male,Health and beauty,3,1/26/2019
361-59-0574,Male,Sports and travel,8,3/15/2019
101-81-4070,Female,Health and beauty,2,1/17/2019
631-34-1880,Male,Food and beverages,3,1/8/2019
852-82-2749,Male,Sports and travel,4,1/6/2019
873-14-6353,Male,Food and beverages,7,2/16/2019
584-66-4073,Male,Fashion accessories,1,3/13/2019
544-55-9589,Female,Electronic accessories,10,1/28/2019
166-19-2553,Male,Sports and travel,6,1/18/2019
737-88-5876,Male,Home and lifestyle,4,3/19/2019
154-87-7367,Male,Home and lifestyle,8,3/15/2019
885-56-0389,Male,Fashion accessories,1,2/12/2019
608-05-3804,Male,Electronic accessories,1,2/25/2019
448-61-3783,Female,Electronic accessories,8,3/21/2019
761-49-0439,Female,Electronic accessories,8,1/19/2019
490-95-0021,Female,Food and beverages,10,1/8/2019
115-38-7388,Female,Fashion accessories,8,3/30/2019
311-13-6971,Male,Sports and travel,10,2/20/2019
291-55-6563,Female,Home and lifestyle,6,3/30/2019
548-48-3156,Female,Food and beverages,2,3/19/2019
460-93-5834,Male,Sports and travel,7,1/13/2019
325-89-4209,Male,Food and beverages,1,2/5/2019
884-80-6021,Female,Electronic accessories,10,3/23/2019
137-74-8729,Female,Fashion accessories,8,3/13/2019
880-46-5796,Male,Sports and travel,10,3/17/2019
389-70-2397,Female,Health and beauty,5,2/21/2019
114-35-5271,Female,Electronic accessories,8,2/7/2019
607-76-6216,Female,Fashion accessories,5,3/2/2019
715-20-1673,Male,Electronic accessories,5,3/6/2019
811-35-1094,Male,Electronic accessories,6,2/6/2019
699-88-1972,Male,Health and beauty,8,1/28/2019
781-84-8059,Male,Fashion accessories,7,1/18/2019
409-49-6995,Female,Food and beverages,6,2/5/2019
725-54-0677,Male,Health and beauty,7,3/2/2019
146-09-5432,Male,Food and beverages,9,2/9/2019
377-79-7592,Female,Electronic accessories,9,1/14/2019
509-10-0516,Male,Home and lifestyle,4,2/9/2019
595-94-9924,Female,Health and beauty,5,3/26/2019
865-41-9075,Male,Food and beverages,7,1/28/2019
545-07-8534,Female,Health and beauty,2,2/14/2019
118-62-1812,Female,Home and lifestyle,4,3/24/2019
450-42-3339,Male,Health and beauty,10,2/9/2019
851-98-3555,Female,Health and beauty,5,3/24/2019
186-71-5196,Female,Food and beverages,2,3/27/2019
624-01-8356,Female,Home and lifestyle,10,1/27/2019
313-66-9943,Female,Food and beverages,3,3/27/2019
151-27-8496,Female,Electronic accessories,4,1/19/2019
453-33-6436,Female,Home and lifestyle,8,2/7/2019
522-57-8364,Male,Fashion accessories,8,1/31/2019
459-45-2396,Female,Food and beverages,3,2/25/2019
717-96-4189,Female,Electronic accessories,6,2/2/2019
722-13-2115,Male,Sports and travel,1,3/14/2019
749-81-8133,Female,Fashion accessories,4,3/11/2019
777-67-2495,Male,Home and lifestyle,3,2/22/2019
636-98-3364,Female,Electronic accessories,3,3/2/2019
246-55-6923,Female,Home and lifestyle,9,3/10/2019
181-82-6255,Female,Home and lifestyle,6,2/8/2019
838-02-1821,Female,Home and lifestyle,2,2/22/2019
887-42-0517,Female,Sports and travel,7,1/10/2019
457-12-0244,Female,Sports and travel,6,3/14/2019
226-34-0034,Female,Electronic accessories,4,1/10/2019
321-49-7382,Male,Sports and travel,1,2/15/2019
397-25-8725,Female,Health and beauty,9,1/13/2019
431-66-2305,Female,Electronic accessories,9,2/15/2019
825-94-5922,Male,Sports and travel,2,3/2/2019
641-62-7288,Male,Home and lifestyle,6,3/24/2019
756-93-1854,Female,Fashion accessories,2,2/2/2019
243-55-8457,Female,Food and beverages,10,2/27/2019
458-10-8612,Male,Health and beauty,7,1/20/2019
501-61-1753,Female,Home and lifestyle,6,1/3/2019
235-06-8510,Male,Home and lifestyle,3,1/24/2019
433-08-7822,Female,Health and beauty,7,1/5/2019
361-85-2571,Female,Sports and travel,5,3/30/2019
131-70-8179,Female,Health and beauty,3,2/17/2019
500-02-2261,Female,Food and beverages,6,3/21/2019
720-72-2436,Male,Food and beverages,4,3/2/2019
702-83-5291,Male,Fashion accessories,9,3/27/2019
809-69-9497,Female,Home and lifestyle,10,1/19/2019
449-16-6770,Male,Health and beauty,5,2/19/2019
333-23-2632,Male,Health and beauty,7,3/28/2019
489-82-1237,Female,Electronic accessories,7,1/5/2019
859-97-6048,Male,Electronic accessories,2,3/26/2019
676-10-2200,Male,Fashion accessories,1,2/3/2019
373-88-1424,Male,Home and lifestyle,5,2/6/2019
365-16-4334,Female,Food and beverages,8,2/24/2019
503-21-4385,Male,Health and beauty,3,2/21/2019
305-89-2768,Female,Home and lifestyle,3,1/9/2019
574-80-1489,Female,Food and beverages,4,2/25/2019
784-08-0310,Female,Food and beverages,4,1/13/2019
200-40-6154,Male,Home and lifestyle,6,2/9/2019
846-10-0341,Female,Fashion accessories,7,1/6/2019
577-34-7579,Male,Food and beverages,9,1/10/2019
430-02-3888,Male,Electronic accessories,6,2/7/2019
867-47-1948,Female,Home and lifestyle,10,1/9/2019
384-59-6655,Female,Food and beverages,9,2/19/2019
256-58-3609,Male,Fashion accessories,1,3/18/2019
324-92-3863,Male,Electronic accessories,2,2/5/2019
593-08-5916,Female,Fashion accessories,1,3/19/2019
364-34-2972,Male,Electronic accessories,3,3/30/2019
794-42-3736,Male,Food and beverages,2,1/26/2019
172-42-8274,Female,Electronic accessories,2,3/2/2019
558-60-5016,Female,Home and lifestyle,9,3/4/2019
195-06-0432,Male,Home and lifestyle,3,1/13/2019
605-03-2706,Female,Health and beauty,3,3/25/2019
214-30-2776,Female,Electronic accessories,5,3/11/2019
746-04-1077,Female,Food and beverages,10,1/1/2019
448-34-8700,Male,Home and lifestyle,7,2/10/2019
452-04-8808,Male,Electronic accessories,7,1/26/2019
531-56-4728,Male,Home and lifestyle,3,2/11/2019
744-82-9138,Male,Fashion accessories,2,2/7/2019
883-69-1285,Male,Fashion accessories,2,3/6/2019
221-25-5073,Female,Food and beverages,4,3/4/2019
518-71-6847,Male,Food and beverages,6,2/26/2019
156-20-0370,Female,Electronic accessories,1,3/10/2019
151-33-7434,Female,Food and beverages,1,2/4/2019
728-47-9078,Male,Food and beverages,4,1/19/2019
809-46-1866,Male,Health and beauty,4,1/23/2019
139-32-4183,Female,Sports and travel,9,3/14/2019
148-41-7930,Male,Health and beauty,7,1/23/2019
189-40-5216,Male,Electronic accessories,7,1/9/2019
374-38-5555,Female,Fashion accessories,5,2/7/2019
764-44-8999,Female,Health and beauty,2,2/18/2019
552-44-5977,Male,Health and beauty,8,1/3/2019
267-62-7380,Male,Electronic accessories,10,3/29/2019
430-53-4718,Male,Health and beauty,8,1/28/2019
886-18-2897,Female,Food and beverages,5,3/22/2019
602-16-6955,Female,Sports and travel,10,1/24/2019
745-74-0715,Male,Electronic accessories,2,3/10/2019
690-01-6631,Male,Fashion accessories,10,2/22/2019
652-49-6720,Female,Electronic accessories,1,2/18/2019
233-67-5758,Male,Health and beauty,1,1/29/2019
303-96-2227,Female,Home and lifestyle,10,3/2/2019
727-02-1313,Male,Food and beverages,1,2/9/2019
347-56-2442,Male,Home and lifestyle,1,2/22/2019
849-09-3807,Female,Fashion accessories,7,2/18/2019
